Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_25415	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25416	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25417	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25418	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
ASV_25420	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25421	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25422	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25423	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25424	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25425	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25426	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25427	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	NA
ASV_25428	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
ASV_25429	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25430	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25431	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Asaccharospora	NA
ASV_25432	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25433	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25434	Bacteria	Tenericutes	Mollicutes	NB1-n	NA	NA	NA
ASV_25435	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_25437	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_25438	Bacteria	Bacteroidetes	Cytophagia	NA	NA	NA	NA
ASV_25439	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25440	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25441	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25442	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
ASV_25443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	NA
ASV_25444	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25445	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	NA
ASV_25446	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25447	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_25448	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_25449	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	NA
ASV_25450	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25451	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25452	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_25453	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25454	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_25455	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	massiliensis
ASV_25456	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25457	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_25458	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25460	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis
ASV_25461	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25462	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25463	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25464	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans
ASV_25465	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	NA
ASV_25466	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_25467	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_25468	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25469	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
ASV_25470	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25471	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25472	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25473	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25474	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25475	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25476	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25477	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_25478	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA	NA
ASV_25479	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25480	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25481	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	finegoldii
ASV_25482	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25483	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25484	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	NA
ASV_25485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25487	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25489	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25490	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25491	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
ASV_25493	Bacteria	NA	NA	NA	NA	NA	NA
ASV_25494	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25495	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
ASV_25496	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25497	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25498	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_25499	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25500	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25501	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25502	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_25503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25504	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25505	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25506	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25507	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25508	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	NA
ASV_25510	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25511	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_25512	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25513	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25514	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	NA
ASV_25515	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
ASV_25516	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_25517	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_25518	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_25519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis
ASV_25520	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_4	NA
ASV_25521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25522	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25523	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	NA
ASV_25524	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis
ASV_25525	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25526	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25527	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25528	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25529	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
ASV_25530	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_25531	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	NA
ASV_25532	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25533	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25534	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_25535	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	NA
ASV_25536	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	NA
ASV_25537	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2	NA
ASV_25538	Bacteria	NA	NA	NA	NA	NA	NA
ASV_25539	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	NA
ASV_25540	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius
ASV_25541	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_25542	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25543	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25544	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	NA
ASV_25545	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_25546	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
ASV_25547	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25548	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_25549	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25550	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25551	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_25553	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25554	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_25555	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25556	Bacteria	NA	NA	NA	NA	NA	NA
ASV_25557	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25558	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_25559	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25560	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25561	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25562	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25564	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	NA
ASV_25565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25566	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	NA
ASV_25567	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25568	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25569	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25570	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25572	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25573	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25574	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_25575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_25576	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25577	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25578	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25579	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25580	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ASV_25581	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25582	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA
ASV_25583	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25584	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25585	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25586	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25587	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25588	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	merdae
ASV_25589	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	NA
ASV_25590	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25591	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25592	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25594	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25595	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25596	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	NA
ASV_25597	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25598	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_25599	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	NA
ASV_25600	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	shahii
ASV_25601	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25602	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25603	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25604	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25605	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25606	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25607	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25608	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25609	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25610	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25611	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	NA
ASV_25612	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_25613	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25614	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_25615	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	NA	NA
ASV_25616	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25617	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25618	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25619	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_25620	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25621	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25622	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25623	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_25624	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25625	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25626	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_25627	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	NA
ASV_25628	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25631	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25632	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_25633	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
ASV_25634	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25636	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
ASV_25637	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	NA
ASV_25638	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25639	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25640	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25641	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	NA
ASV_25642	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25643	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25644	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25645	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25646	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25647	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25648	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_25649	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25650	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	NA
ASV_25651	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25652	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25653	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25654	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25655	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25656	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_25657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
ASV_25658	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
ASV_25659	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25661	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25662	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25663	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	NA
ASV_25664	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_25665	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
ASV_25666	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_25667	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25668	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25669	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_25670	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
ASV_25671	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
ASV_25672	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	NA
ASV_25673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25674	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_25675	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	NA
ASV_25676	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	NA
ASV_25677	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_25678	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_25679	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
